ph,Hardness,Solids,Chloramines,Sulfate,Conductivity,Organic_carbon,Trihalomethanes,Turbidity,Potability
0.0059665885058886375,0.2763799210385574,-0.08778803708851585,0.13375956324330848,1.3115037196316193,1.7318007911775501,-1.2204877390793256,1.3797622390982234,-1.3124135879901084,0
0.8438818562491994,0.9585014740195487,-0.1990869201635172,1.5318338773221112,0.0005649125292101816,-0.09009274361007973,0.7968981759551399,-0.001225537094152722,-1.1904448842533815,0
1.0229646245807762,0.6107427027769929,0.06709766478637015,0.6709474282290284,0.8726341929835754,-0.7820717882513495,1.284354722872896,2.276037008674805,0.8767990352348594,0
1.6610367034833187,-0.5624041902334727,-0.4427637210479173,-0.39953016450174844,-0.8914918420806831,-0.34262020872670823,-0.8540929915904815,-2.312089426772489,0.14905483339432224,0
-1.2255740319525594,-0.3081198943120557,0.9165996997994055,0.3068898178023056,-0.2672559572833491,-1.817402653698622,-1.8360851806625198,-0.7734064810821631,-1.8426544470242026,0
2.5921863745072944,1.7989261928031255,0.9167295566197792,0.2846270760878044,2.260423907065743,-1.7775927890099417,-0.16034536558670673,1.2194876044531335,-1.6937652258929652,0
1.2855165097469572,0.2224706557882022,-0.9863846372851189,-1.8032087153520917,-1.1490696481181926,0.6101607724024414,-0.60365130342894,-0.24436726498635564,0.5779890946703266,0
0.0059665885058886375,-2.752469205967275,-0.908948998581635,0.49038554994347344,-2.4570713773278086,-0.4555988170436609,-0.49725122463586346,-0.8398022427338748,-0.4819054130719274,0
0.2362327838335467,-1.1117708380478806,1.3841133514569797,0.31101688716564446,-0.2692940038333274,-0.005349149154745853,0.39837807229741745,0.8258496766547833,-0.3934836436694717,0
0.7413547743865028,0.7630600360976388,-0.34321689283074075,0.7070742106987893,0.0005649125292101816,-0.77167186021692,0.06849283966585058,0.6745245486183744,0.0657817121283057,0
0.0380816616702386,-1.4226108467791778,-0.34786725994452505,-2.4804056324788615,-1.940211011467237,-0.9765308300629169,0.5049314873268312,0.876922069097479,-0.6780852135482651,0
0.0059665885058886375,-1.65285723354298,0.7377032991232215,-0.1931642416005833,-1.2960093338702967,-0.575810903428741,1.5748233902237807,0.6761414067170131,0.5944833747218761,0
0.3478024397470997,0.29240626198314407,0.8710739180028481,-1.442628826805101,0.0005649125292101816,0.23550605297512414,-0.33487982742479727,0.259259138859175,1.0721256217073847,0
-0.5976001298713897,-0.36384537939765443,2.4712076573993302,1.782136899022912,1.159478704058885,1.1370335135996086,-0.8598441016792779,0.5795785485999466,0.5450301207849763,0
-0.017902730590295228,0.49354085978967865,1.1983141914917734,2.111333187534933,0.0005649125292101816,-1.3838398794423468,1.8938737259606349,-0.6570149277983702,0.4031871820470143,0
1.7345457654645708,2.7065763366719886,0.32243141803262837,-0.1459174313827576,2.4372924057356786,0.6522624000283503,-0.2854374689023631,0.33694223093788317,0.7123621701048156,0
0.24479863710517338,0.6150872388346003,0.52299593777993,-1.8954427428266363,0.07522971247167137,0.551477358632749,-0.5584628178974083,-0.24443653365662246,-1.8418777765472791,0
0.0059665885058886375,1.0712888722681717,0.10334204659839469,2.2805465991334515,0.0005649125292101816,1.6131537730705827,0.6299622924954134,-1.4135241717683626,0.22574297606846347,0
-0.34010255293042113,-1.014350876722727,1.1937402932684655,-0.8862702542592346,-0.8614879629784077,1.2236628572664683,1.1126478721024124,0.7118778930291445,-0.2785978064733592,0
0.0059665885058886375,0.6673151714489135,-0.5527984828486167,-1.0643906531757132,-0.25723298294246144,0.1306062773619355,-0.0361821228256709,-0.44192891496471093,1.9683335230019188,0
-2.6092590136082157,-0.005244314755201342,-0.04030604731687813,-0.08129396958322073,0.0005649125292101816,0.23342447975595237,0.7161873125787046,1.5939643357556876,0.745039185499288,0
-1.3767982774344225,-1.9855600916476683,-0.532682729631949,2.0844826381396016,-0.20386577754078875,0.5884838328246252,-0.9479532240444973,-0.6381973283519743,1.1344307128497364,0
-0.46006908030935995,0.0604829042557791,-0.033843177733232165,1.1037463534937977,-0.38355573617116945,-0.15656214607656252,0.18484843981648197,0.9002215996821661,1.6287526473938172,0
0.0059665885058886375,-1.8082363663828094,-1.042825169575427,0.5627572351091606,-1.122948668126482,-1.5857903399520699,-0.48995260884324154,-1.1346508212551127,0.05678244438777675,0
